date,region,product,revenue,orders,support_tickets,churn_rate
2025-07-03,US-East,Enterprise,58136.79,12,4,0.025
2025-07-03,US-East,Pro,19436.73,15,11,0.0273
2025-07-03,US-East,Basic,5666.15,7,4,0.0291
2025-07-03,US-West,Enterprise,51675.65,10,7,0.0277
2025-07-03,US-West,Pro,16077.17,11,8,0.0406
2025-07-03,US-West,Basic,5232.33,12,4,0.0368
2025-07-03,Europe,Enterprise,43412.99,8,6,0.0302
2025-07-03,Europe,Pro,13810.26,9,8,0.0282
2025-07-03,Europe,Basic,4575.19,9,9,0.035
2025-07-03,Asia,Enterprise,34882.8,8,10,0.0334
2025-07-03,Asia,Pro,10171.03,8,5,0.031
2025-07-03,Asia,Basic,3473.88,6,4,0.0263
2025-07-04,US-East,Enterprise,58033.38,9,7,0.0256
2025-07-04,US-East,Pro,18647.07,12,6,0.0346
2025-07-04,US-East,Basic,5936.48,16,2,0.0265
2025-07-04,US-West,Enterprise,50294.56,8,3,0.0265
2025-07-04,US-West,Pro,15417.15,8,6,0.037
2025-07-04,US-West,Basic,5017.65,8,9,0.0387
2025-07-04,Europe,Enterprise,44708.24,10,3,0.0319
2025-07-04,Europe,Pro,12902.78,5,4,0.0292
2025-07-04,Europe,Basic,4505.66,11,4,0.033
2025-07-04,Asia,Enterprise,34633.95,8,6,0.0416
2025-07-04,Asia,Pro,11146.73,7,8,0.0257
2025-07-04,Asia,Basic,3426.96,6,8,0.0275
2025-07-05,US-East,Enterprise,35010.76,7,6,0.0235
2025-07-05,US-East,Pro,11742.92,8,6,0.0259
2025-07-05,US-East,Basic,3795.39,9,7,0.0345
2025-07-05,US-West,Enterprise,30834.38,7,4,0.0333
2025-07-05,US-West,Pro,9589.21,2,4,0.0224
2025-07-05,US-West,Basic,3117.1,5,5,0.0303
2025-07-05,Europe,Enterprise,27608.29,8,6,0.022
2025-07-05,Europe,Pro,8064.71,3,7,0.0343
2025-07-05,Europe,Basic,2789.59,1,7,0.0279
2025-07-05,Asia,Enterprise,20589.86,7,6,0.0332
2025-07-05,Asia,Pro,6670.51,5,3,0.0302
2025-07-05,Asia,Basic,2155.78,7,3,0.0299
2025-07-06,US-East,Enterprise,35125.65,6,11,0.0361
2025-07-06,US-East,Pro,10222.61,5,4,0.0335
2025-07-06,US-East,Basic,3458.98,9,9,0.0372
2025-07-06,US-West,Enterprise,30148.35,6,7,0.0279
2025-07-06,US-West,Pro,9486.93,7,12,0.0329
2025-07-06,US-West,Basic,3334.34,5,4,0.0294
2025-07-06,Europe,Enterprise,24990.67,5,6,0.0426
2025-07-06,Europe,Pro,7816.48,1,1,0.0261
2025-07-06,Europe,Basic,2593.75,3,1,0.0345
2025-07-06,Asia,Enterprise,21952.28,2,10,0.0371
2025-07-06,Asia,Pro,6672.55,2,7,0.0364
2025-07-06,Asia,Basic,2028.22,3,8,0.032
2025-07-07,US-East,Enterprise,65016.22,10,6,0.0339
2025-07-07,US-East,Pro,17972.21,11,6,0.0336
2025-07-07,US-East,Basic,5979.53,11,5,0.0331
2025-07-07,US-West,Enterprise,50926.61,13,4,0.0341
2025-07-07,US-West,Pro,15931.04,10,7,0.0367
2025-07-07,US-West,Basic,4809.7,13,8,0.0263
2025-07-07,Europe,Enterprise,44142.23,8,4,0.0276
2025-07-07,Europe,Pro,13700.93,5,7,0.0289
2025-07-07,Europe,Basic,4526.34,11,7,0.0376
2025-07-07,Asia,Enterprise,35893.12,1,3,0.0319
2025-07-07,Asia,Pro,9882.11,8,3,0.0305
2025-07-07,Asia,Basic,3559.51,4,11,0.0274
2025-07-08,US-East,Enterprise,60392.26,12,7,0.0246
2025-07-08,US-East,Pro,18415.09,13,5,0.0284
2025-07-08,US-East,Basic,5898.88,13,11,0.0285
2025-07-08,US-West,Enterprise,50061.48,10,5,0.0335
2025-07-08,US-West,Pro,15133.28,9,3,0.0339
2025-07-08,US-West,Basic,4816.64,8,6,0.0351
2025-07-08,Europe,Enterprise,46685.03,7,7,0.024
2025-07-08,Europe,Pro,13367.36,6,6,0.0306
2025-07-08,Europe,Basic,4627.73,11,7,0.0248
2025-07-08,Asia,Enterprise,34675.77,7,8,0.0179
2025-07-08,Asia,Pro,11058.37,8,8,0.0269
2025-07-08,Asia,Basic,3585.21,8,8,0.0217
2025-07-09,US-East,Enterprise,56716.42,9,7,0.0343
2025-07-09,US-East,Pro,19164.14,13,3,0.0272
2025-07-09,US-East,Basic,5763.84,8,11,0.0284
2025-07-09,US-West,Enterprise,52935.93,11,6,0.0251
2025-07-09,US-West,Pro,16513.52,13,6,0.0304
2025-07-09,US-West,Basic,4804.7,14,6,0.0333
2025-07-09,Europe,Enterprise,49746.07,13,4,0.0303
2025-07-09,Europe,Pro,14142.95,6,3,0.0261
2025-07-09,Europe,Basic,4479.28,8,4,0.0251
2025-07-09,Asia,Enterprise,34220.98,6,8,0.0295
2025-07-09,Asia,Pro,10818.21,3,6,0.023
2025-07-09,Asia,Basic,3535.97,7,3,0.0353
2025-07-10,US-East,Enterprise,59915.68,12,8,0.0364
2025-07-10,US-East,Pro,17225.82,9,5,0.0328
2025-07-10,US-East,Basic,5599.84,10,7,0.0266
2025-07-10,US-West,Enterprise,50754.7,14,5,0.024
2025-07-10,US-West,Pro,16009.75,11,4,0.023
2025-07-10,US-West,Basic,4683.45,9,7,0.0347
2025-07-10,Europe,Enterprise,44344.51,6,2,0.0299
2025-07-10,Europe,Pro,12996.67,8,6,0.0327
2025-07-10,Europe,Basic,4114.9,7,3,0.0264
2025-07-10,Asia,Enterprise,36042.65,6,6,0.0308
2025-07-10,Asia,Pro,11022.59,7,4,0.0266
2025-07-10,Asia,Basic,3629.16,6,4,0.0263
2025-07-11,US-East,Enterprise,60625.96,12,4,0.0291
2025-07-11,US-East,Pro,16688.09,10,8,0.0216
2025-07-11,US-East,Basic,5505.53,13,3,0.0366
2025-07-11,US-West,Enterprise,52693.9,10,7,0.0218
2025-07-11,US-West,Pro,16270.53,13,4,0.0314
2025-07-11,US-West,Basic,5091.08,10,3,0.0295
2025-07-11,Europe,Enterprise,49173.51,12,7,0.0226
2025-07-11,Europe,Pro,13793.22,9,9,0.0242
2025-07-11,Europe,Basic,4295.12,8,13,0.0363
2025-07-11,Asia,Enterprise,33408.85,5,6,0.0295
2025-07-11,Asia,Pro,10454.16,10,5,0.029
2025-07-11,Asia,Basic,3896.51,6,6,0.0312
2025-07-12,US-East,Enterprise,36199.98,9,9,0.0361
2025-07-12,US-East,Pro,11369.24,6,5,0.0236
2025-07-12,US-East,Basic,3612.96,8,6,0.0266
2025-07-12,US-West,Enterprise,32430.6,7,8,0.0383
2025-07-12,US-West,Pro,8285.22,6,7,0.0296
2025-07-12,US-West,Basic,3055.96,3,5,0.0297
2025-07-12,Europe,Enterprise,27095.5,3,4,0.0201
2025-07-12,Europe,Pro,8371.21,8,6,0.0281
2025-07-12,Europe,Basic,2833.79,6,3,0.0226
2025-07-12,Asia,Enterprise,21695.64,4,7,0.0255
2025-07-12,Asia,Pro,6190.56,4,4,0.0368
2025-07-12,Asia,Basic,2107.95,4,3,0.0332
2025-07-13,US-East,Enterprise,36925.5,6,8,0.0283
2025-07-13,US-East,Pro,11564.27,6,5,0.0399
2025-07-13,US-East,Basic,3502.46,7,9,0.0281
2025-07-13,US-West,Enterprise,30654.21,6,4,0.0282
2025-07-13,US-West,Pro,9308.85,6,3,0.0248
2025-07-13,US-West,Basic,3162.1,6,11,0.0357
2025-07-13,Europe,Enterprise,25364.34,4,9,0.0341
2025-07-13,Europe,Pro,7745.4,7,11,0.0269
2025-07-13,Europe,Basic,2592.49,3,6,0.0274
2025-07-13,Asia,Enterprise,21214.45,9,3,0.0256
2025-07-13,Asia,Pro,6615.2,3,3,0.0273
2025-07-13,Asia,Basic,2278.8,3,3,0.0243
2025-07-14,US-East,Enterprise,62311.83,15,7,0.0345
2025-07-14,US-East,Pro,17637.01,11,9,0.0317
2025-07-14,US-East,Basic,6110.41,11,3,0.0329
2025-07-14,US-West,Enterprise,49060.12,12,6,0.035
2025-07-14,US-West,Pro,15491.71,10,6,0.033
2025-07-14,US-West,Basic,5070.86,9,6,0.0356
2025-07-14,Europe,Enterprise,44696.04,9,4,0.04
2025-07-14,Europe,Pro,12782.38,9,6,0.0268
2025-07-14,Europe,Basic,4592.33,9,1,0.0333
2025-07-14,Asia,Enterprise,38030.43,7,3,0.0206
2025-07-14,Asia,Pro,12125.73,6,8,0.0293
2025-07-14,Asia,Basic,3539.05,4,5,0.0196
2025-07-15,US-East,Enterprise,57552.47,11,5,0.0361
2025-07-15,US-East,Pro,18089.68,15,8,0.0233
2025-07-15,US-East,Basic,6951.67,11,11,0.0238
2025-07-15,US-West,Enterprise,51553.53,10,5,0.0289
2025-07-15,US-West,Pro,15197.21,8,2,0.0336
2025-07-15,US-West,Basic,5034.96,8,6,0.0289
2025-07-15,Europe,Enterprise,43636.52,7,6,0.0263
2025-07-15,Europe,Pro,13054.07,9,5,0.0243
2025-07-15,Europe,Basic,4549.28,9,8,0.0326
2025-07-15,Asia,Enterprise,30702.95,3,9,0.0336
2025-07-15,Asia,Pro,10481.41,3,6,0.0258
2025-07-15,Asia,Basic,3657.57,9,12,0.0367
2025-07-16,US-East,Enterprise,60108.4,9,2,0.036
2025-07-16,US-East,Pro,17481.62,11,5,0.0301
2025-07-16,US-East,Basic,6218.47,13,5,0.0447
2025-07-16,US-West,Enterprise,55367.64,11,6,0.0308
2025-07-16,US-West,Pro,15725.38,13,7,0.0293
2025-07-16,US-West,Basic,5126.63,7,7,0.0254
2025-07-16,Europe,Enterprise,44742.81,8,4,0.0321
2025-07-16,Europe,Pro,14739.92,12,6,0.0385
2025-07-16,Europe,Basic,4361.21,7,13,0.0311
2025-07-16,Asia,Enterprise,38453.28,6,6,0.0235
2025-07-16,Asia,Pro,9909.28,7,5,0.0236
2025-07-16,Asia,Basic,3780.67,6,6,0.0295
2025-07-17,US-East,Enterprise,60755.91,10,7,0.0347
2025-07-17,US-East,Pro,17532.31,12,6,0.0288
2025-07-17,US-East,Basic,6637.57,12,5,0.0315
2025-07-17,US-West,Enterprise,50761.05,11,2,0.0327
2025-07-17,US-West,Pro,15284.44,10,2,0.0255
2025-07-17,US-West,Basic,5224.63,9,3,0.0258
2025-07-17,Europe,Enterprise,44875.93,9,5,0.0385
2025-07-17,Europe,Pro,14739.38,11,5,0.0343
2025-07-17,Europe,Basic,4112.08,8,3,0.0297
2025-07-17,Asia,Enterprise,39232.48,9,6,0.0314
2025-07-17,Asia,Pro,9725.05,7,6,0.0339
2025-07-17,Asia,Basic,3473.84,8,2,0.0319
2025-07-18,US-East,Enterprise,59895.13,9,5,0.0296
2025-07-18,US-East,Pro,16141.42,13,9,0.0245
2025-07-18,US-East,Basic,5740.18,8,4,0.0305
2025-07-18,US-West,Enterprise,48804.2,2,7,0.0354
2025-07-18,US-West,Pro,14061.56,9,4,0.0311
2025-07-18,US-West,Basic,5224.99,10,4,0.0269
2025-07-18,Europe,Enterprise,43902.11,8,4,0.0347
2025-07-18,Europe,Pro,13536.1,11,5,0.0304
2025-07-18,Europe,Basic,4146.93,4,8,0.0287
2025-07-18,Asia,Enterprise,33119.84,8,4,0.0325
2025-07-18,Asia,Pro,9817.96,4,6,0.0292
2025-07-18,Asia,Basic,3642.2,5,4,0.0302
2025-07-19,US-East,Enterprise,34345.99,3,6,0.0275
2025-07-19,US-East,Pro,11330.91,10,13,0.023
2025-07-19,US-East,Basic,3312.77,6,7,0.0324
2025-07-19,US-West,Enterprise,30547.82,6,3,0.0262
2025-07-19,US-West,Pro,9660.01,3,2,0.0302
2025-07-19,US-West,Basic,2737.83,2,8,0.0252
2025-07-19,Europe,Enterprise,27664.57,5,4,0.0293
2025-07-19,Europe,Pro,8213.65,8,1,0.0382
2025-07-19,Europe,Basic,2600.78,3,3,0.0361
2025-07-19,Asia,Enterprise,21521.91,4,8,0.0332
2025-07-19,Asia,Pro,6688.01,5,3,0.024
2025-07-19,Asia,Basic,2051.71,3,11,0.0272
2025-07-20,US-East,Enterprise,37755.97,9,7,0.0299
2025-07-20,US-East,Pro,10677.42,8,5,0.0328
2025-07-20,US-East,Basic,3195.09,5,3,0.0336
2025-07-20,US-West,Enterprise,28284.31,8,11,0.0336
2025-07-20,US-West,Pro,8793.18,7,6,0.0377
2025-07-20,US-West,Basic,2907.19,4,4,0.0291
2025-07-20,Europe,Enterprise,28329.76,3,5,0.0207
2025-07-20,Europe,Pro,8121.84,6,3,0.0221
2025-07-20,Europe,Basic,2719.59,3,7,0.0303
2025-07-20,Asia,Enterprise,19577.14,1,2,0.033
2025-07-20,Asia,Pro,6640.79,2,3,0.0337
2025-07-20,Asia,Basic,2063.87,1,5,0.0323
2025-07-21,US-East,Enterprise,62134.05,12,8,0.0323
2025-07-21,US-East,Pro,18013.64,9,3,0.0316
2025-07-21,US-East,Basic,5599.85,5,3,0.0294
2025-07-21,US-West,Enterprise,48779.97,4,9,0.0264
2025-07-21,US-West,Pro,14333.27,10,7,0.0306
2025-07-21,US-West,Basic,4814.43,7,12,0.0266
2025-07-21,Europe,Enterprise,43162.75,8,5,0.0286
2025-07-21,Europe,Pro,14033.97,10,7,0.0218
2025-07-21,Europe,Basic,4428.33,9,7,0.0354
2025-07-21,Asia,Enterprise,37455.07,5,4,0.0269
2025-07-21,Asia,Pro,10461.84,9,9,0.0361
2025-07-21,Asia,Basic,3291.01,5,5,0.0296
2025-07-22,US-East,Enterprise,61731.38,9,8,0.0257
2025-07-22,US-East,Pro,19281.13,9,5,0.0318
2025-07-22,US-East,Basic,5840.76,9,7,0.0358
2025-07-22,US-West,Enterprise,50618.06,8,4,0.0211
2025-07-22,US-West,Pro,14934.55,9,6,0.0277
2025-07-22,US-West,Basic,5511.52,9,9,0.0294
2025-07-22,Europe,Enterprise,46901.57,7,1,0.0286
2025-07-22,Europe,Pro,14223.21,11,8,0.0219
2025-07-22,Europe,Basic,4346.31,6,4,0.0238
2025-07-22,Asia,Enterprise,36583.32,4,7,0.0372
2025-07-22,Asia,Pro,11243.98,10,6,0.0276
2025-07-22,Asia,Basic,3504.23,7,6,0.0289
2025-07-23,US-East,Enterprise,55843.41,8,7,0.0285
2025-07-23,US-East,Pro,17314.15,11,7,0.0267
2025-07-23,US-East,Basic,5746.99,10,9,0.0376
2025-07-23,US-West,Enterprise,54268.25,12,8,0.0253
2025-07-23,US-West,Pro,14924.21,6,5,0.0183
2025-07-23,US-West,Basic,4906.81,9,8,0.0283
2025-07-23,Europe,Enterprise,43534.64,5,9,0.0317
2025-07-23,Europe,Pro,13841.58,7,4,0.0302
2025-07-23,Europe,Basic,4422.07,6,4,0.0373
2025-07-23,Asia,Enterprise,35430.83,5,4,0.0333
2025-07-23,Asia,Pro,10404.24,5,4,0.035
2025-07-23,Asia,Basic,3491.33,8,8,0.03
2025-07-24,US-East,Enterprise,59623.9,14,6,0.028
2025-07-24,US-East,Pro,16804.63,10,4,0.031
2025-07-24,US-East,Basic,5595.95,11,5,0.0331
2025-07-24,US-West,Enterprise,45416.15,7,6,0.0246
2025-07-24,US-West,Pro,15972.83,7,8,0.0317
2025-07-24,US-West,Basic,5219.95,8,6,0.0276
2025-07-24,Europe,Enterprise,43914.12,10,6,0.0284
2025-07-24,Europe,Pro,14110.23,7,4,0.0374
2025-07-24,Europe,Basic,4350.47,9,7,0.0364
2025-07-24,Asia,Enterprise,34021.38,4,8,0.0269
2025-07-24,Asia,Pro,11149.48,7,7,0.0315
2025-07-24,Asia,Basic,3832.14,7,3,0.0212
2025-07-25,US-East,Enterprise,61211.35,10,6,0.0389
2025-07-25,US-East,Pro,17331.16,13,6,0.0277
2025-07-25,US-East,Basic,5882.6,8,9,0.0269
2025-07-25,US-West,Enterprise,49097.43,10,9,0.0274
2025-07-25,US-West,Pro,16840.29,12,6,0.0262
2025-07-25,US-West,Basic,4930.12,10,3,0.0298
2025-07-25,Europe,Enterprise,43812.0,10,3,0.0348
2025-07-25,Europe,Pro,13016.76,9,5,0.0289
2025-07-25,Europe,Basic,4480.91,10,7,0.0288
2025-07-25,Asia,Enterprise,34085.7,9,6,0.0189
2025-07-25,Asia,Pro,10985.49,4,10,0.0382
2025-07-25,Asia,Basic,3494.75,4,5,0.0316
2025-07-26,US-East,Enterprise,36671.86,8,5,0.0265
2025-07-26,US-East,Pro,11370.03,7,10,0.033
2025-07-26,US-East,Basic,3361.26,5,6,0.0322
2025-07-26,US-West,Enterprise,29897.61,8,4,0.0341
2025-07-26,US-West,Pro,9657.2,5,2,0.0293
2025-07-26,US-West,Basic,2911.55,5,6,0.0309
2025-07-26,Europe,Enterprise,28235.03,9,1,0.0284
2025-07-26,Europe,Pro,7308.11,6,6,0.0286
2025-07-26,Europe,Basic,2620.9,3,3,0.0251
2025-07-26,Asia,Enterprise,22906.96,5,3,0.041
2025-07-26,Asia,Pro,6965.62,1,3,0.0271
2025-07-26,Asia,Basic,1900.93,6,10,0.0366
2025-07-27,US-East,Enterprise,35267.37,7,5,0.0272
2025-07-27,US-East,Pro,10778.72,6,9,0.0309
2025-07-27,US-East,Basic,3693.24,6,4,0.0337
2025-07-27,US-West,Enterprise,27766.49,7,4,0.0327
2025-07-27,US-West,Pro,8956.06,3,5,0.0362
2025-07-27,US-West,Basic,3082.02,3,5,0.0221
2025-07-27,Europe,Enterprise,26230.68,5,5,0.0278
2025-07-27,Europe,Pro,7848.56,6,4,0.0202
2025-07-27,Europe,Basic,2732.6,4,5,0.0198
2025-07-27,Asia,Enterprise,20865.18,4,3,0.0292
2025-07-27,Asia,Pro,6209.79,3,8,0.0254
2025-07-27,Asia,Basic,2222.09,1,10,0.0321
2025-07-28,US-East,Enterprise,56470.06,9,9,0.0204
2025-07-28,US-East,Pro,17158.62,9,8,0.0231
2025-07-28,US-East,Basic,5979.8,13,8,0.0277
2025-07-28,US-West,Enterprise,51887.77,9,5,0.0305
2025-07-28,US-West,Pro,14638.14,9,8,0.0325
2025-07-28,US-West,Basic,5095.56,12,6,0.0237
2025-07-28,Europe,Enterprise,43562.98,7,6,0.0292
2025-07-28,Europe,Pro,13671.32,4,7,0.0258
2025-07-28,Europe,Basic,4672.59,11,6,0.0274
2025-07-28,Asia,Enterprise,34718.73,5,9,0.0317
2025-07-28,Asia,Pro,9581.75,5,6,0.0173
2025-07-28,Asia,Basic,3632.83,6,9,0.0294
2025-07-29,US-East,Enterprise,56585.94,10,6,0.0325
2025-07-29,US-East,Pro,17771.53,11,8,0.0284
2025-07-29,US-East,Basic,6154.98,11,3,0.0285
2025-07-29,US-West,Enterprise,46829.75,10,5,0.0324
2025-07-29,US-West,Pro,14496.14,7,6,0.0342
2025-07-29,US-West,Basic,5293.46,9,9,0.0244
2025-07-29,Europe,Enterprise,45602.57,12,4,0.0257
2025-07-29,Europe,Pro,13077.45,8,6,0.0296
2025-07-29,Europe,Basic,3933.81,6,4,0.0314
2025-07-29,Asia,Enterprise,36952.61,7,9,0.0368
2025-07-29,Asia,Pro,9874.25,6,5,0.0316
2025-07-29,Asia,Basic,3338.63,6,4,0.03
2025-07-30,US-East,Enterprise,61652.36,11,11,0.0327
2025-07-30,US-East,Pro,16329.25,8,7,0.0186
2025-07-30,US-East,Basic,5929.64,11,7,0.0268
2025-07-30,US-West,Enterprise,47076.15,9,8,0.0303
2025-07-30,US-West,Pro,15005.53,9,2,0.0341
2025-07-30,US-West,Basic,5032.81,9,7,0.0294
2025-07-30,Europe,Enterprise,46532.95,7,10,0.0247
2025-07-30,Europe,Pro,14185.32,10,3,0.0331
2025-07-30,Europe,Basic,4608.67,9,6,0.0313
2025-07-30,Asia,Enterprise,35888.13,9,4,0.0262
2025-07-30,Asia,Pro,10351.32,8,8,0.0298
2025-07-30,Asia,Basic,3254.45,8,8,0.0292
2025-07-31,US-East,Enterprise,61270.44,9,4,0.0392
2025-07-31,US-East,Pro,17594.64,14,4,0.0314
2025-07-31,US-East,Basic,5973.58,13,1,0.0262
2025-07-31,US-West,Enterprise,48738.33,12,4,0.0358
2025-07-31,US-West,Pro,14773.39,17,10,0.0311
2025-07-31,US-West,Basic,4940.68,7,8,0.0325
2025-07-31,Europe,Enterprise,46141.71,9,3,0.0302
2025-07-31,Europe,Pro,13115.03,7,10,0.0288
2025-07-31,Europe,Basic,4378.79,7,4,0.0214
2025-07-31,Asia,Enterprise,33870.7,5,7,0.0206
2025-07-31,Asia,Pro,9129.96,5,8,0.0319
2025-07-31,Asia,Basic,3532.29,5,9,0.0421
2025-08-01,US-East,Enterprise,63442.38,12,6,0.0196
2025-08-01,US-East,Pro,18067.14,13,10,0.0242
2025-08-01,US-East,Basic,5728.65,9,8,0.0282
2025-08-01,US-West,Enterprise,51944.01,14,4,0.0228
2025-08-01,US-West,Pro,15757.43,7,4,0.0244
2025-08-01,US-West,Basic,5036.92,9,9,0.0218
2025-08-01,Europe,Enterprise,42345.83,8,4,0.0269
2025-08-01,Europe,Pro,13322.23,10,5,0.0252
2025-08-01,Europe,Basic,4727.19,6,6,0.0286
2025-08-01,Asia,Enterprise,36110.84,7,6,0.026
2025-08-01,Asia,Pro,11159.68,4,3,0.0325
2025-08-01,Asia,Basic,3596.62,6,6,0.0311
2025-08-02,US-East,Enterprise,38063.91,9,6,0.0372
2025-08-02,US-East,Pro,11134.79,8,6,0.0228
2025-08-02,US-East,Basic,3394.55,9,5,0.0211
2025-08-02,US-West,Enterprise,31202.31,8,12,0.0285
2025-08-02,US-West,Pro,8526.02,3,3,0.0345
2025-08-02,US-West,Basic,2827.68,4,6,0.0304
2025-08-02,Europe,Enterprise,25548.42,4,4,0.0229
2025-08-02,Europe,Pro,8010.64,6,6,0.0271
2025-08-02,Europe,Basic,2406.62,2,6,0.0382
2025-08-02,Asia,Enterprise,21837.75,6,5,0.0349
2025-08-02,Asia,Pro,6357.35,3,3,0.0336
2025-08-02,Asia,Basic,2148.83,3,7,0.0303
2025-08-03,US-East,Enterprise,34553.86,8,7,0.0423
2025-08-03,US-East,Pro,10346.43,6,7,0.0334
2025-08-03,US-East,Basic,3780.47,5,4,0.0309
2025-08-03,US-West,Enterprise,27575.94,7,6,0.0346
2025-08-03,US-West,Pro,8613.63,5,3,0.0182
2025-08-03,US-West,Basic,2836.57,9,7,0.0285
2025-08-03,Europe,Enterprise,25927.57,7,5,0.0402
2025-08-03,Europe,Pro,7368.38,5,3,0.0209
2025-08-03,Europe,Basic,2693.47,6,7,0.0295
2025-08-03,Asia,Enterprise,20802.84,4,16,0.0286
2025-08-03,Asia,Pro,6157.84,2,10,0.0354
2025-08-03,Asia,Basic,2228.6,1,5,0.027
2025-08-04,US-East,Enterprise,58616.06,12,5,0.0364
2025-08-04,US-East,Pro,17089.56,13,9,0.0306
2025-08-04,US-East,Basic,6290.45,7,8,0.0267
2025-08-04,US-West,Enterprise,49810.94,6,8,0.0316
2025-08-04,US-West,Pro,14517.13,10,6,0.0336
2025-08-04,US-West,Basic,5000.4,10,2,0.0254
2025-08-04,Europe,Enterprise,46864.46,9,7,0.0251
2025-08-04,Europe,Pro,13329.63,7,4,0.0289
2025-08-04,Europe,Basic,4283.22,6,5,0.0289
2025-08-04,Asia,Enterprise,33076.31,5,4,0.0312
2025-08-04,Asia,Pro,9558.89,8,5,0.0369
2025-08-04,Asia,Basic,3576.87,8,3,0.0247
2025-08-05,US-East,Enterprise,55670.39,7,6,0.0348
2025-08-05,US-East,Pro,17667.31,11,9,0.026
2025-08-05,US-East,Basic,5941.95,12,9,0.0237
2025-08-05,US-West,Enterprise,52150.69,10,7,0.0373
2025-08-05,US-West,Pro,15460.28,10,4,0.0372
2025-08-05,US-West,Basic,4926.29,7,6,0.0313
2025-08-05,Europe,Enterprise,39740.14,8,6,0.0309
2025-08-05,Europe,Pro,12751.28,6,4,0.0283
2025-08-05,Europe,Basic,4396.34,9,5,0.0354
2025-08-05,Asia,Enterprise,34279.73,9,5,0.028
2025-08-05,Asia,Pro,9945.57,10,7,0.0292
2025-08-05,Asia,Basic,3564.18,8,7,0.029
2025-08-06,US-East,Enterprise,60449.96,8,4,0.0306
2025-08-06,US-East,Pro,18735.6,13,5,0.0295
2025-08-06,US-East,Basic,6153.12,15,5,0.0291
2025-08-06,US-West,Enterprise,48222.32,10,10,0.0328
2025-08-06,US-West,Pro,14682.55,9,7,0.028
2025-08-06,US-West,Basic,5135.46,9,6,0.0271
2025-08-06,Europe,Enterprise,44325.95,6,2,0.033
2025-08-06,Europe,Pro,12580.22,8,5,0.0304
2025-08-06,Europe,Basic,4384.54,11,5,0.0283
2025-08-06,Asia,Enterprise,36992.33,7,5,0.0177
2025-08-06,Asia,Pro,9583.93,5,5,0.0254
2025-08-06,Asia,Basic,3546.79,7,8,0.0327
2025-08-07,US-East,Enterprise,57426.48,12,6,0.0248
2025-08-07,US-East,Pro,16247.59,14,5,0.0395
2025-08-07,US-East,Basic,5880.44,10,4,0.0353
2025-08-07,US-West,Enterprise,50141.66,7,5,0.0265
2025-08-07,US-West,Pro,14583.61,6,5,0.0312
2025-08-07,US-West,Basic,5003.87,12,10,0.0245
2025-08-07,Europe,Enterprise,40446.0,7,2,0.0392
2025-08-07,Europe,Pro,13367.12,9,6,0.0217
2025-08-07,Europe,Basic,4274.8,8,4,0.0209
2025-08-07,Asia,Enterprise,35987.27,10,2,0.0268
2025-08-07,Asia,Pro,10695.39,2,5,0.0367
2025-08-07,Asia,Basic,3363.79,5,3,0.0282
2025-08-08,US-East,Enterprise,58139.58,15,3,0.0292
2025-08-08,US-East,Pro,16868.5,7,5,0.0332
2025-08-08,US-East,Basic,5535.01,9,7,0.021
2025-08-08,US-West,Enterprise,46200.99,6,4,0.0281
2025-08-08,US-West,Pro,13986.99,11,7,0.0309
2025-08-08,US-West,Basic,5062.05,11,7,0.0298
2025-08-08,Europe,Enterprise,46211.64,12,5,0.0415
2025-08-08,Europe,Pro,13368.6,5,3,0.0264
2025-08-08,Europe,Basic,4203.87,6,7,0.0307
2025-08-08,Asia,Enterprise,36209.06,7,2,0.0303
2025-08-08,Asia,Pro,10519.59,7,5,0.0412
2025-08-08,Asia,Basic,3448.14,3,5,0.0249
2025-08-09,US-East,Enterprise,34943.46,5,7,0.0313
2025-08-09,US-East,Pro,10027.11,9,8,0.0284
2025-08-09,US-East,Basic,3625.01,8,7,0.022
2025-08-09,US-West,Enterprise,28108.99,3,2,0.0275
2025-08-09,US-West,Pro,9063.61,6,5,0.0356
2025-08-09,US-West,Basic,3027.24,3,6,0.0318
2025-08-09,Europe,Enterprise,25716.07,4,5,0.0261
2025-08-09,Europe,Pro,7946.11,7,2,0.0252
2025-08-09,Europe,Basic,2659.26,3,10,0.0319
2025-08-09,Asia,Enterprise,20373.65,5,2,0.0362
2025-08-09,Asia,Pro,6088.64,1,8,0.031
2025-08-09,Asia,Basic,1950.44,5,5,0.0237
2025-08-10,US-East,Enterprise,34581.21,5,4,0.0286
2025-08-10,US-East,Pro,9962.78,8,6,0.0229
2025-08-10,US-East,Basic,3403.14,5,11,0.0331
2025-08-10,US-West,Enterprise,27933.8,5,7,0.0355
2025-08-10,US-West,Pro,9327.49,6,5,0.0318
2025-08-10,US-West,Basic,2765.33,3,4,0.0378
2025-08-10,Europe,Enterprise,25896.67,4,6,0.0231
2025-08-10,Europe,Pro,7644.26,2,1,0.0395
2025-08-10,Europe,Basic,2420.03,4,11,0.0314
2025-08-10,Asia,Enterprise,20631.47,1,6,0.0375
2025-08-10,Asia,Pro,6046.81,5,6,0.0257
2025-08-10,Asia,Basic,2166.84,6,5,0.0351
2025-08-11,US-East,Enterprise,61652.55,10,10,0.0346
2025-08-11,US-East,Pro,17219.87,10,6,0.0337
2025-08-11,US-East,Basic,5502.38,14,6,0.0349
2025-08-11,US-West,Enterprise,51809.18,9,7,0.0279
